draw_id,draw_sequence,frequency_last_10,frequency_last_30,frequency_last_50,frequency_all_time,appearance_rate,days_since_last,day_of_week,is_weekend,month,week_of_year,mean_gap,std_gap,min_gap,max_gap,current_gap,temperature_score,is_hot,is_cold,trend
613,511,0.0,0.0,0.0,17.0,0.0332681017612524,195,5,1,2,5,60.625,46.12195111874605,4.0,184.0,195,0.0,0,1,stable
4593,1463,0.0,1.0,2.0,89.0,0.060833902939166,19,3,0,7,31,17.727272727272727,16.55069846969338,1.0,76.0,19,3.333333333333333,0,1,cooling_down
1224,58,0.0,2.0,2.0,3.0,0.0517241379310344,22,4,0,8,32,15.0,12.0,3.0,27.0,22,6.666666666666667,0,0,cooling_down
4014,435,0.0,1.0,1.0,23.0,0.0528735632183908,11,2,0,9,37,23.63636363636364,30.1263180843978,1.0,126.0,11,3.333333333333333,0,0,cooling_down
4511,932,0.0,3.0,4.0,57.0,0.0611587982832618,13,2,0,1,5,17.839285714285715,18.88856115078485,1.0,108.0,13,10.0,1,0,cooling_down
112,14,3.0,3.0,3.0,3.0,0.2142857142857142,3,1,0,10,44,2.0,1.0,1.0,3.0,3,10.0,1,0,heating_up
2325,226,0.0,3.0,4.0,12.0,0.0530973451327433,19,4,0,7,27,18.63636363636364,13.613313852607188,1.0,49.0,19,10.0,1,0,cooling_down
3739,160,1.0,1.0,2.0,10.0,0.0625,2,0,0,11,48,26.22222222222222,19.49802142542091,6.0,69.0,2,3.333333333333333,0,0,heating_up
2229,130,2.0,4.0,4.0,7.0,0.0538461538461538,6,0,0,10,40,19.0,19.45079261452688,1.0,50.0,6,13.333333333333334,1,0,heating_up
2153,54,0.0,1.0,3.0,3.0,0.0555555555555555,47,0,0,8,34,56.0,30.0,26.0,86.0,47,3.333333333333333,0,1,cooling_down
3953,374,0.0,0.0,2.0,16.0,0.0427807486631016,32,4,0,7,28,27.666666666666668,24.556510790872192,1.0,90.0,32,0.0,0,1,stable
4466,887,2.0,3.0,4.0,54.0,0.060879368658399,2,6,1,12,50,18.56603773584905,16.558084651291367,1.0,74.0,2,10.0,1,0,heating_up
2336,237,0.0,0.0,2.0,8.0,0.0337552742616033,35,1,0,7,29,29.285714285714285,18.47557681847877,9.0,64.0,35,0.0,0,1,stable
214,115,5.0,15.0,20.0,48.0,0.417391304347826,1,6,1,6,24,2.5319148936170213,1.8889495429300447,1.0,9.0,1,50.0,0,0,stable
2386,181,0.0,1.0,1.0,9.0,0.0497237569060773,27,1,0,12,50,18.875,13.568690983289434,1.0,35.0,27,3.333333333333333,0,1,cooling_down
2576,477,0.0,0.0,2.0,22.0,0.0461215932914046,34,5,1,3,11,21.0,18.943525090572315,1.0,76.0,34,0.0,0,1,stable
2171,72,0.0,1.0,1.0,2.0,0.0277777777777777,20,5,1,8,31,45.0,0.0,45.0,45.0,20,3.333333333333333,0,0,cooling_down
813,711,0.0,1.0,2.0,44.0,0.0618846694796061,31,0,0,11,46,33.093023255813954,30.87470098037172,2.0,119.0,31,3.333333333333333,0,1,cooling_down
5011,1432,0.0,1.0,1.0,76.0,0.053072625698324,20,0,0,6,27,20.41333333333333,21.789963030920656,1.0,126.0,20,3.333333333333333,0,1,cooling_down
4688,1558,1.0,2.0,3.0,96.0,0.0616174582798459,1,0,0,11,45,17.221052631578946,18.58872264084551,1.0,112.0,1,6.666666666666667,0,0,heating_up
3669,90,0.0,0.0,0.0,2.0,0.0222222222222222,95,0,0,8,32,13.0,0.0,13.0,13.0,95,0.0,0,1,stable
2304,205,0.0,0.0,1.0,8.0,0.0390243902439024,35,4,0,6,24,21.857142857142858,17.21650845163752,4.0,44.0,35,0.0,0,1,stable
2372,273,1.0,2.0,3.0,16.0,0.0586080586080586,7,2,0,8,34,17.666666666666668,12.892719737209145,1.0,50.0,7,6.666666666666667,0,0,heating_up
2601,502,0.0,1.0,3.0,29.0,0.0577689243027888,15,2,0,10,42,17.5,18.48841336003251,1.0,75.0,15,3.333333333333333,0,0,cooling_down
700,601,7.0,13.0,25.0,302.0,0.502495840266223,2,4,0,10,43,2.039867109634552,1.5822117438174026,1.0,13.0,2,43.333333333333336,0,0,heating_up
1913,26,1.0,2.0,2.0,2.0,0.0769230769230769,8,0,0,7,28,7.0,0.0,7.0,7.0,8,6.666666666666667,1,0,heating_up
526,424,0.0,0.0,0.0,16.0,0.0377358490566037,124,6,1,9,36,54.6,35.20378767500262,5.0,126.0,124,0.0,0,1,stable
4881,1302,0.0,0.0,0.0,0.0,0.0,999,3,0,2,7,0.0,0.0,0.0,0.0,999,0.0,0,1,stable
3838,708,0.0,2.0,3.0,40.0,0.0564971751412429,21,2,0,6,25,20.17948717948718,16.14814714285424,1.0,57.0,21,6.666666666666667,0,0,cooling_down
4840,1261,0.0,0.0,0.0,0.0,0.0,999,4,0,1,1,0.0,0.0,0.0,0.0,999,0.0,0,1,stable
4026,447,0.0,1.0,4.0,26.0,0.058165548098434,11,0,0,9,39,20.44,21.069560982611858,1.0,101.0,11,3.333333333333333,0,0,cooling_down
3747,168,2.0,3.0,4.0,10.0,0.0595238095238095,8,1,0,12,49,26.444444444444443,26.86224575335391,1.0,84.0,8,10.0,1,0,heating_up
2741,642,0.0,0.0,1.0,28.0,0.043613707165109,34,2,0,9,36,22.55555555555556,31.33727319595668,2.0,171.0,34,0.0,0,1,stable
318,216,1.0,1.0,2.0,8.0,0.037037037037037,12,6,1,4,17,74.85714285714286,43.42293196466774,7.0,135.0,12,3.333333333333333,0,0,heating_up
4107,8,0.0,0.0,0.0,0.0,0.0,999,3,0,6,25,0.0,0.0,0.0,0.0,999,0.0,0,1,stable
5164,1585,0.0,3.0,3.0,87.0,0.0548895899053627,14,6,1,11,48,19.627906976744185,17.86320533727302,1.0,83.0,14,10.0,1,0,cooling_down
563,461,0.0,1.0,3.0,27.0,0.0585683297180043,48,5,1,11,47,40.80769230769231,29.06758600594513,2.0,116.0,48,3.333333333333333,0,1,cooling_down
4150,1020,1.0,1.0,1.0,54.0,0.0529411764705882,6,4,0,5,18,20.641509433962263,18.81799052855884,1.0,80.0,6,3.333333333333333,0,1,heating_up
2345,246,0.0,3.0,5.0,19.0,0.0772357723577235,16,4,0,1,4,12.72222222222222,9.236434831419627,1.0,41.0,16,10.0,1,0,cooling_down
1947,60,0.0,1.0,2.0,3.0,0.05,30,6,1,8,32,13.0,4.0,9.0,17.0,30,3.333333333333333,0,0,cooling_down
4794,1215,0.0,2.0,2.0,53.0,0.0436213991769547,20,0,0,11,47,25.134615384615383,19.0414818894008,1.0,85.0,20,6.666666666666667,0,0,cooling_down
4023,444,0.0,3.0,3.0,29.0,0.0653153153153153,18,4,0,9,38,18.535714285714285,21.50993481901717,1.0,93.0,18,10.0,1,0,cooling_down
3219,89,0.0,1.0,1.0,5.0,0.0561797752808988,18,6,1,8,31,27.0,34.69149751740331,1.0,86.0,18,3.333333333333333,0,1,cooling_down
5160,1581,0.0,3.0,5.0,99.0,0.0626185958254269,19,2,0,11,48,16.918367346938776,17.519478063577072,1.0,108.0,19,10.0,1,0,cooling_down
4590,1460,0.0,3.0,7.0,111.0,0.0760273972602739,21,0,0,7,31,13.827272727272728,14.660930821812904,1.0,75.0,21,10.0,1,0,cooling_down
2277,178,0.0,0.0,0.0,0.0,0.0,999,6,1,11,46,0.0,0.0,0.0,0.0,999,0.0,0,1,stable
475,373,1.0,3.0,5.0,26.0,0.0697050938337801,12,4,0,5,19,33.52,30.284147668375937,2.0,152.0,12,10.0,1,0,stable
2463,364,1.0,2.0,2.0,19.0,0.0521978021978022,4,4,0,11,47,19.77777777777778,22.952984689857647,1.0,88.0,4,6.666666666666667,0,0,heating_up
2232,133,1.0,3.0,3.0,4.0,0.0300751879699248,2,2,0,3,13,39.66666666666666,41.34677200889515,7.0,98.0,2,10.0,1,0,stable
2225,20,0.0,0.0,0.0,0.0,0.0,999,1,0,7,27,0.0,0.0,0.0,0.0,999,0.0,0,1,stable
4702,1572,1.0,3.0,3.0,97.0,0.0617048346055979,10,0,0,11,47,17.09375,18.53323485716493,1.0,112.0,10,10.0,1,0,stable
4734,1155,1.0,2.0,3.0,64.0,0.0554112554112554,10,1,0,9,38,19.476190476190474,20.82874779466777,1.0,91.0,10,6.666666666666667,1,0,heating_up
2437,338,0.0,2.0,3.0,24.0,0.0710059171597633,26,3,0,5,18,12.565217391304348,10.315990487362312,1.0,36.0,26,6.666666666666667,0,0,cooling_down
2619,520,1.0,2.0,2.0,26.0,0.05,3,6,1,11,44,20.24,18.210502464237496,1.0,68.0,3,6.666666666666667,1,0,heating_up
2602,503,1.0,2.0,3.0,14.0,0.0278330019880715,9,3,0,4,15,35.53846153846154,23.575134829911807,7.0,92.0,9,6.666666666666667,1,0,heating_up
4084,954,0.0,2.0,5.0,70.0,0.0733752620545073,22,3,0,2,8,14.942028985507246,19.48606641395371,1.0,142.0,22,6.666666666666667,0,0,cooling_down
2611,512,0.0,1.0,2.0,29.0,0.056640625,16,5,1,10,43,17.071428571428573,14.94735660201345,1.0,62.0,16,3.333333333333333,0,1,cooling_down
2662,563,0.0,1.0,1.0,29.0,0.0515097690941385,12,1,0,12,51,17.892857142857142,16.98389843712123,1.0,66.0,12,3.333333333333333,0,0,cooling_down
5197,1618,0.0,1.0,2.0,89.0,0.0550061804697157,26,4,0,1,1,18.40909090909091,18.548239541332343,1.0,97.0,26,3.333333333333333,0,0,cooling_down
3376,246,0.0,1.0,1.0,17.0,0.0691056910569105,14,2,0,2,8,19.1875,18.621958644299475,1.0,61.0,14,3.333333333333333,0,1,cooling_down
4253,674,0.0,1.0,1.0,30.0,0.0445103857566765,36,3,0,5,20,24.93103448275862,18.92076224039168,2.0,70.0,36,3.333333333333333,0,0,cooling_down
2958,859,1.0,1.0,2.0,52.0,0.0605355064027939,9,3,0,10,42,16.862745098039216,17.274053542749314,1.0,74.0,9,3.333333333333333,0,1,heating_up
1895,8,2.0,2.0,2.0,2.0,0.25,2,3,0,6,25,5.0,0.0,5.0,5.0,2,6.666666666666667,1,0,heating_up
3498,368,0.0,1.0,3.0,16.0,0.0434782608695652,15,5,1,7,27,22.2,18.698306518684163,1.0,82.0,15,3.333333333333333,0,1,cooling_down
3604,474,0.0,3.0,3.0,17.0,0.0358649789029535,17,6,1,10,42,33.9375,42.08988707219349,1.0,167.0,17,10.0,1,0,cooling_down
2117,18,0.0,1.0,1.0,1.0,0.0555555555555555,16,6,1,12,48,0.0,0.0,0.0,0.0,16,3.333333333333333,1,0,cooling_down
4034,904,2.0,5.0,8.0,56.0,0.0619469026548672,6,2,0,1,1,18.2,20.992119733583145,1.0,119.0,6,16.666666666666664,1,0,heating_up
4062,932,0.0,1.0,3.0,55.0,0.0590128755364806,18,2,0,1,5,16.685185185185187,13.376076037122832,1.0,82.0,18,3.333333333333333,0,1,cooling_down
4910,1331,0.0,1.0,3.0,69.0,0.0518407212622088,13,4,0,3,11,20.47058823529412,17.305618424827934,1.0,79.0,13,3.333333333333333,0,1,cooling_down
2752,653,0.0,1.0,3.0,33.0,0.0505359877488514,16,0,0,3,12,20.0,17.32591988899868,1.0,58.0,16,3.333333333333333,0,0,cooling_down
630,190,2.0,8.0,14.0,59.0,0.3105263157894737,3,4,0,12,52,3.310344827586207,2.817475615974552,1.0,16.0,3,26.666666666666668,0,1,cooling_down
4308,209,1.0,1.0,3.0,11.0,0.0526315789473684,7,1,0,1,2,20.1,14.82194319244275,7.0,61.0,7,3.333333333333333,0,0,heating_up
2529,430,0.0,0.0,1.0,19.0,0.0441860465116279,42,0,0,1,5,21.27777777777778,13.440426396822202,2.0,46.0,42,0.0,0,1,stable
3132,12,0.0,0.0,0.0,0.0,0.0,999,0,0,4,15,0.0,0.0,0.0,0.0,999,0.0,0,1,stable
2112,13,1.0,1.0,1.0,1.0,0.0769230769230769,6,2,0,6,23,0.0,0.0,0.0,0.0,6,3.333333333333333,1,0,heating_up
4273,694,1.0,5.0,5.0,41.0,0.0590778097982708,2,2,0,6,23,19.3,20.264747716169577,1.0,108.0,2,16.666666666666664,1,0,cooling_down
4348,769,0.0,1.0,2.0,43.0,0.0559167750325097,19,0,0,8,34,20.214285714285715,15.535727969342634,1.0,63.0,19,3.333333333333333,0,0,cooling_down
2405,306,0.0,0.0,4.0,18.0,0.0588235294117647,33,1,0,3,13,15.176470588235292,14.916375896852218,1.0,55.0,33,0.0,0,1,stable
2620,521,0.0,1.0,4.0,27.0,0.0518234165067178,22,0,0,11,45,19.03846153846154,12.962907939521932,1.0,47.0,22,3.333333333333333,0,0,cooling_down
4300,721,2.0,3.0,3.0,24.0,0.0332871012482662,3,1,0,7,27,34.17391304347826,34.888209262695845,1.0,148.0,3,10.0,1,0,heating_up
3577,8,0.0,0.0,0.0,0.0,0.0,999,3,0,4,14,0.0,0.0,0.0,0.0,999,0.0,0,1,stable
2458,359,0.0,3.0,3.0,17.0,0.0473537604456824,18,5,1,5,21,21.125,20.389565346029325,1.0,67.0,18,10.0,1,0,cooling_down
2244,145,0.0,0.0,0.0,10.0,0.0689655172413793,54,0,0,4,15,6.222222222222222,4.916588197741686,1.0,17.0,54,0.0,0,1,stable
4271,1141,2.0,3.0,3.0,79.0,0.0692375109553023,6,1,0,9,36,15.628205128205128,13.292670984668218,1.0,71.0,6,10.0,1,0,heating_up
4067,937,1.0,1.0,1.0,43.0,0.0458911419423692,10,0,0,2,6,23.95238095238096,23.828706558179523,2.0,102.0,10,3.333333333333333,0,1,heating_up
5126,1547,1.0,3.0,3.0,85.0,0.0549450549450549,1,3,0,10,43,19.797619047619047,21.59628482263997,1.0,118.0,1,10.0,1,0,stable
4079,500,0.0,0.0,2.0,22.0,0.044,44,4,0,11,46,25.047619047619047,23.544236359662147,1.0,74.0,44,0.0,0,1,stable
1931,44,0.0,1.0,2.0,2.0,0.0454545454545454,27,4,0,7,30,15.0,0.0,15.0,15.0,27,3.333333333333333,0,1,cooling_down
2467,368,0.0,1.0,2.0,18.0,0.0489130434782608,22,1,0,11,48,20.058823529411764,12.826766995509564,2.0,46.0,22,3.333333333333333,0,1,cooling_down
4818,1239,2.0,5.0,6.0,64.0,0.0516545601291364,2,3,0,12,50,21.047619047619047,20.95378783155437,1.0,106.0,2,16.666666666666664,1,0,heating_up
4510,1380,0.0,1.0,1.0,72.0,0.0521739130434782,11,2,0,5,19,20.08450704225352,19.800943553327528,1.0,98.0,11,3.333333333333333,0,1,cooling_down
2167,68,0.0,1.0,2.0,2.0,0.0294117647058823,26,1,0,8,31,8.0,0.0,8.0,8.0,26,3.333333333333333,0,0,cooling_down
3479,349,1.0,2.0,3.0,35.0,0.1002865329512893,2,0,0,6,25,12.970588235294118,14.111916729191195,1.0,54.0,2,6.666666666666667,0,0,heating_up
3643,513,0.0,2.0,4.0,34.0,0.0662768031189083,21,3,0,12,48,17.818181818181817,20.151629072359697,1.0,87.0,21,6.666666666666667,0,0,cooling_down
4211,1081,1.0,3.0,4.0,68.0,0.062904717853839,4,4,0,7,27,17.0,16.39712388322388,1.0,105.0,4,10.0,1,0,stable
3793,214,0.0,1.0,2.0,6.0,0.02803738317757,23,5,1,1,3,30.8,31.14739154407637,9.0,92.0,23,3.333333333333333,0,0,cooling_down
3634,55,0.0,2.0,2.0,2.0,0.0363636363636363,48,0,0,7,27,15.0,0.0,15.0,15.0,48,6.666666666666667,0,0,cooling_down
4739,1609,0.0,4.0,6.0,91.0,0.0565568676196395,11,2,0,12,52,18.41111111111111,18.263439157961,1.0,98.0,11,13.333333333333334,1,0,cooling_down
4560,981,0.0,0.0,1.0,54.0,0.055045871559633,34,2,0,3,12,19.641509433962263,16.486809295326886,1.0,72.0,34,0.0,0,1,stable
4628,1498,2.0,2.0,4.0,106.0,0.0707610146862483,3,3,0,9,36,15.361904761904762,18.80887521485728,1.0,106.0,3,6.666666666666667,0,0,heating_up
4381,802,0.0,2.0,4.0,47.0,0.0586034912718204,18,5,1,9,38,18.782608695652176,19.514669001502057,1.0,108.0,18,6.666666666666667,0,0,cooling_down
2872,773,1.0,1.0,4.0,39.0,0.0504527813712807,7,1,0,7,30,19.026315789473685,21.142980472693488,1.0,108.0,7,3.333333333333333,0,0,heating_up
4859,1280,0.0,0.0,3.0,70.0,0.0546875,38,2,0,1,4,19.6231884057971,21.906984823041416,1.0,126.0,38,0.0,0,1,stable
2639,540,0.0,2.0,2.0,26.0,0.0481481481481481,16,6,1,11,47,20.88,19.57614875301064,1.0,69.0,16,6.666666666666667,0,0,cooling_down
4984,1405,2.0,3.0,4.0,77.0,0.0548042704626334,6,1,0,6,23,19.94736842105263,19.13174183670612,1.0,98.0,6,10.0,1,0,heating_up
3844,265,2.0,3.0,5.0,16.0,0.060377358490566,1,0,0,3,11,22.8,23.897559150116845,1.0,84.0,1,10.0,1,0,heating_up
2518,419,0.0,2.0,4.0,34.0,0.081145584725537,14,3,0,1,3,12.484848484848484,9.942626968646124,1.0,44.0,14,6.666666666666667,1,0,cooling_down
3000,901,0.0,0.0,0.0,48.0,0.053274139844617,55,3,0,11,48,17.80851063829787,17.13480754769937,1.0,74.0,55,0.0,0,1,stable
4917,1338,1.0,2.0,2.0,62.0,0.046337817638266,7,4,0,3,12,23.639344262295083,25.31638022638168,1.0,121.0,7,6.666666666666667,0,0,heating_up
3811,681,0.0,0.0,0.0,33.0,0.0484581497797356,77,3,0,5,21,20.90625,17.53631834044706,1.0,66.0,77,0.0,0,1,stable
2402,303,0.0,3.0,3.0,13.0,0.0429042904290429,12,5,1,3,12,23.916666666666668,25.594460121067,2.0,91.0,12,10.0,1,0,cooling_down
2337,238,0.0,2.0,4.0,10.0,0.042016806722689,28,2,0,7,29,21.444444444444443,22.286573492232748,2.0,77.0,28,6.666666666666667,1,0,cooling_down
4729,1150,0.0,2.0,2.0,61.0,0.0530434782608695,11,3,0,9,37,19.3,17.07561614310496,1.0,78.0,11,6.666666666666667,1,0,cooling_down
4011,881,0.0,2.0,3.0,72.0,0.0817253121452894,26,0,0,12,50,13.422535211267606,12.935007605011986,1.0,64.0,26,6.666666666666667,0,0,cooling_down
2201,102,0.0,0.0,1.0,2.0,0.0196078431372549,50,0,0,9,36,45.0,0.0,45.0,45.0,50,0.0,0,1,stable
1213,47,0.0,0.0,1.0,1.0,0.0212765957446808,32,0,0,7,31,0.0,0.0,0.0,0.0,32,0.0,0,1,stable
860,758,1.0,5.0,6.0,40.0,0.0527704485488126,7,5,1,12,52,36.71794871794872,35.599588529708456,2.0,138.0,7,16.666666666666664,1,0,cooling_down
4136,1006,0.0,2.0,2.0,58.0,0.0576540755467196,23,4,0,4,16,16.666666666666668,14.362882637577274,1.0,58.0,23,6.666666666666667,0,0,cooling_down
2828,729,0.0,3.0,6.0,41.0,0.0562414266117969,13,6,1,6,23,18.125,16.265281276387444,1.0,64.0,13,10.0,1,0,cooling_down
836,734,0.0,1.0,3.0,39.0,0.053133514986376,27,2,0,12,49,35.421052631578945,47.44339096502681,2.0,245.0,27,3.333333333333333,0,1,cooling_down
2647,548,0.0,1.0,1.0,28.0,0.0510948905109489,21,6,1,6,22,18.88888888888889,16.33522286878387,1.0,64.0,21,3.333333333333333,0,0,cooling_down
2225,126,1.0,1.0,2.0,4.0,0.0317460317460317,1,2,0,3,12,24.666666666666668,11.728408057172787,14.0,41.0,1,3.333333333333333,0,0,heating_up
2550,451,1.0,2.0,2.0,28.0,0.0620842572062084,4,0,0,2,8,16.666666666666668,16.469950189944694,1.0,63.0,4,6.666666666666667,1,0,heating_up
2166,67,2.0,3.0,3.0,3.0,0.044776119402985,3,6,1,1,3,8.0,6.0,2.0,14.0,3,10.0,1,0,heating_up
4400,1270,1.0,2.0,2.0,84.0,0.0661417322834645,8,6,1,1,2,16.50602409638554,20.37620481705088,1.0,142.0,8,6.666666666666667,0,0,heating_up
3309,179,0.0,1.0,3.0,14.0,0.0782122905027933,28,5,1,12,50,17.384615384615383,17.18021429766257,2.0,66.0,28,3.333333333333333,0,1,cooling_down
3508,378,0.0,2.0,3.0,27.0,0.0714285714285714,26,1,0,7,29,17.23076923076923,18.475155234713068,1.0,71.0,26,6.666666666666667,0,0,cooling_down
5185,1606,1.0,3.0,3.0,86.0,0.0535491905354919,5,6,1,12,51,19.96470588235294,19.645952769148472,1.0,106.0,5,10.0,1,0,stable
1243,77,2.0,6.0,8.0,11.0,0.1428571428571428,4,2,0,8,35,6.3,4.172529209005013,1.0,13.0,4,20.0,1,0,stable
4037,907,1.0,5.0,8.0,56.0,0.0617420066152149,9,5,1,1,1,18.2,20.992119733583145,1.0,119.0,9,16.666666666666664,1,0,cooling_down
2121,22,0.0,0.0,0.0,0.0,0.0,999,4,0,10,40,0.0,0.0,0.0,0.0,999,0.0,0,1,stable
4070,491,1.0,1.0,1.0,20.0,0.0407331975560081,3,2,0,11,45,28.789473684210527,24.03632984368809,3.0,80.0,3,3.333333333333333,0,0,heating_up
4287,1157,1.0,3.0,3.0,71.0,0.0613656006914433,2,3,0,9,38,18.0,15.307327843692567,1.0,58.0,2,10.0,1,0,stable
4264,1134,0.0,3.0,4.0,72.0,0.0634920634920634,13,1,0,8,35,17.014084507042252,15.664162882508595,1.0,78.0,13,10.0,1,0,cooling_down
2109,10,1.0,1.0,1.0,1.0,0.1,14,2,0,3,10,0.0,0.0,0.0,0.0,14,3.333333333333333,1,0,heating_up
2190,91,0.0,1.0,2.0,2.0,0.0219780219780219,30,2,0,2,7,5.0,0.0,5.0,5.0,30,3.333333333333333,0,0,cooling_down
4473,894,0.0,0.0,3.0,54.0,0.0604026845637583,42,6,1,12,51,17.830188679245282,21.490441797311785,1.0,113.0,42,0.0,0,1,stable
4017,438,0.0,0.0,0.0,19.0,0.0433789954337899,74,5,1,9,37,24.38888888888889,24.67373522344242,2.0,95.0,74,0.0,0,1,stable
4251,1121,1.0,3.0,5.0,63.0,0.0561998215878679,1,2,0,8,33,19.741935483870968,20.125361534617547,1.0,110.0,1,10.0,1,0,stable
2966,867,0.0,1.0,2.0,50.0,0.0576701268742791,23,4,0,10,43,17.346938775510203,17.33999861168952,1.0,64.0,23,3.333333333333333,0,0,cooling_down
4074,495,0.0,1.0,1.0,23.0,0.0464646464646464,28,6,1,11,45,25.27272727272728,30.09557777569476,1.0,129.0,28,3.333333333333333,0,0,cooling_down
380,281,5.0,16.0,23.0,150.0,0.5338078291814946,1,6,1,12,48,1.9261744966442955,1.4241161617066718,1.0,10.0,1,53.333333333333336,0,0,cooling_down
4430,851,2.0,3.0,5.0,49.0,0.0575793184488836,9,5,1,11,45,19.64583333333333,18.554525035838445,1.0,83.0,9,10.0,1,0,heating_up
4276,697,0.0,0.0,2.0,32.0,0.0459110473457675,37,5,1,6,23,24.516129032258064,23.66959526173438,1.0,112.0,37,0.0,0,1,stable
1959,72,0.0,1.0,4.0,4.0,0.0555555555555555,22,4,0,8,34,9.333333333333334,5.734883511361751,2.0,16.0,22,3.333333333333333,0,1,cooling_down
689,587,0.0,1.0,3.0,39.0,0.0664395229982964,22,5,1,5,21,32.21052631578947,29.02282032682199,2.0,138.0,22,3.333333333333333,0,1,cooling_down
4108,529,0.0,2.0,2.0,25.0,0.0472589792060491,13,5,1,12,50,23.916666666666668,30.67696837839243,1.0,150.0,13,6.666666666666667,0,0,cooling_down
2188,89,1.0,1.0,2.0,3.0,0.0337078651685393,9,1,0,8,34,28.5,3.5,25.0,32.0,9,3.333333333333333,0,0,heating_up
2575,476,0.0,0.0,0.0,26.0,0.0546218487394958,51,4,0,3,11,16.76,12.044185319065797,2.0,39.0,51,0.0,0,1,stable
2223,124,0.0,0.0,1.0,3.0,0.0241935483870967,40,0,0,3,12,16.5,2.5,14.0,19.0,40,0.0,0,1,stable
645,543,0.0,2.0,4.0,37.0,0.0681399631675874,19,1,0,3,12,32.5,35.72386379501025,2.0,156.0,19,6.666666666666667,0,0,cooling_down
2556,457,2.0,2.0,2.0,12.0,0.0262582056892779,1,6,1,2,8,38.54545454545455,24.08078689579436,7.0,92.0,1,6.666666666666667,1,0,heating_up
4652,1073,0.0,2.0,2.0,48.0,0.0447343895619757,25,3,0,6,26,24.574468085106385,22.106843727920168,1.0,112.0,25,6.666666666666667,0,0,cooling_down
2762,663,0.0,2.0,2.0,26.0,0.0392156862745098,12,3,0,3,13,24.24,19.916385214189848,1.0,68.0,12,6.666666666666667,0,0,cooling_down
2605,506,1.0,1.0,1.0,19.0,0.0375494071146245,1,6,1,10,42,27.666666666666668,31.722757341273685,3.0,116.0,1,3.333333333333333,0,0,heating_up
3153,33,3.0,5.0,5.0,5.0,0.1515151515151515,3,6,1,5,18,7.75,8.317902379807062,1.0,22.0,3,16.666666666666664,1,0,heating_up
1894,7,0.0,0.0,0.0,0.0,0.0,999,2,0,6,25,0.0,0.0,0.0,0.0,999,0.0,0,1,stable
2696,597,2.0,3.0,3.0,28.0,0.0469011725293132,3,6,1,7,29,21.925925925925927,17.94420555587653,2.0,74.0,3,10.0,1,0,heating_up
3403,273,2.0,3.0,4.0,20.0,0.0732600732600732,1,1,0,3,12,17.263157894736842,15.036244300332442,4.0,55.0,1,10.0,1,0,heating_up
558,456,0.0,1.0,2.0,23.0,0.050438596491228,32,5,1,11,46,47.54545454545455,44.06784776468633,2.0,205.0,32,3.333333333333333,0,1,cooling_down
4797,1218,0.0,1.0,5.0,80.0,0.0656814449917898,26,3,0,11,47,16.240506329113924,16.507163914589462,1.0,101.0,26,3.333333333333333,0,0,cooling_down
2845,746,0.0,1.0,3.0,39.0,0.0522788203753351,21,1,0,12,51,19.157894736842103,15.452007731563173,1.0,61.0,21,3.333333333333333,0,1,cooling_down
210,111,2.0,10.0,19.0,41.0,0.3693693693693693,1,5,1,11,48,2.725,1.910333740475732,1.0,7.0,1,33.33333333333333,0,0,cooling_down
3370,240,0.0,2.0,2.0,14.0,0.0583333333333333,22,3,0,2,7,21.307692307692307,22.7541530119216,2.0,78.0,22,6.666666666666667,0,0,cooling_down
2239,140,0.0,2.0,2.0,5.0,0.0357142857142857,13,3,0,10,41,29.25,21.958768180387533,14.0,67.0,13,6.666666666666667,0,0,cooling_down
3752,173,2.0,2.0,3.0,11.0,0.0635838150289017,2,6,1,12,49,23.2,16.551737068960467,4.0,52.0,2,6.666666666666667,1,0,heating_up
4709,1130,0.0,1.0,3.0,66.0,0.0584070796460177,25,4,0,8,34,18.661538461538463,16.7122957250752,1.0,83.0,25,3.333333333333333,0,0,cooling_down
4153,1023,1.0,3.0,3.0,47.0,0.0459433040078201,5,0,0,5,19,23.65217391304348,23.721406028516824,1.0,105.0,5,10.0,1,0,stable
275,150,1.0,6.0,17.0,57.0,0.38,3,5,1,11,45,2.517857142857143,2.044077432735954,1.0,10.0,3,20.0,0,1,cooling_down
2498,399,0.0,0.0,0.0,16.0,0.0401002506265664,58,4,0,12,52,23.066666666666663,28.169644812970024,1.0,113.0,58,0.0,0,1,stable
4257,678,1.0,5.0,6.0,34.0,0.0501474926253687,2,0,0,5,21,23.060606060606062,23.026913626186253,1.0,82.0,2,16.666666666666664,1,0,cooling_down
4726,1596,1.0,3.0,4.0,121.0,0.0758145363408521,10,3,0,12,50,14.15,14.345527758387512,1.0,64.0,10,10.0,1,0,stable
3777,198,1.0,3.0,4.0,13.0,0.0656565656565656,7,3,0,1,1,21.0,16.020819787597222,4.0,52.0,7,10.0,1,0,stable
4272,173,0.0,2.0,3.0,10.0,0.0578034682080924,14,0,0,12,49,13.88888888888889,11.85509214964368,1.0,37.0,14,6.666666666666667,1,0,cooling_down
3976,397,2.0,3.0,3.0,26.0,0.0654911838790932,8,6,1,8,31,18.4,16.868906307167634,1.0,67.0,8,10.0,1,0,heating_up
4105,526,0.0,0.0,0.0,0.0,0.0,999,2,0,12,50,0.0,0.0,0.0,0.0,999,0.0,0,1,stable
