draw_date,draw_id,game,game_name,letter,numbers,raw_text,source,url
2025-07-09,1915,dhana_nidhanaya,Dhana Nidhanaya,V,14;40;45;73;01,"1915 Wednesday July 09, 2025 V 14 40 45 73 Lakshapathi Double Chance No 1 3 4 3 0",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-07-08,1914,dhana_nidhanaya,Dhana Nidhanaya,J,16;24;31;38;08,"1914 Tuesday July 08, 2025 J 16 24 31 38 Lakshapathi Double Chance No 8 3 0 8 7",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-07-07,1913,dhana_nidhanaya,Dhana Nidhanaya,V,03;34;50;70;02,"1913 Monday July 07, 2025 V 3 34 50 70 Lakshapathi Double Chance No 2 6 4 6 8",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-07-06,1912,dhana_nidhanaya,Dhana Nidhanaya,D,09;42;47;53;09,"1912 Sunday July 06, 2025 D 09 42 47 53 Lakshapathi Double Chance No 9 3 6 3 0",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-07-05,1911,dhana_nidhanaya,Dhana Nidhanaya,Q,46;48;64;75;08,"1911 Saturday July 05, 2025 Q 46 48 64 75 Lakshapathi Double Chance No 8 3 6 1 8",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-07-04,1910,dhana_nidhanaya,Dhana Nidhanaya,R,12;19;57;59;01,"1910 Friday July 04, 2025 R 12 19 57 59 Lakshapathi Double Chance No 1 8 6 4 3",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-07-03,1909,dhana_nidhanaya,Dhana Nidhanaya,L,26;65;67;82;03,"1909 Thursday July 03, 2025 L 26 65 67 82 Lakshapathi Double Chance No 3 0 8 8 2",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-07-02,1908,dhana_nidhanaya,Dhana Nidhanaya,H,19;52;72;75;06,"1908 Wednesday July 02, 2025 H 19 52 72 75 Lakshapathi Double Chance No 6 8 7 7 7",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-07-01,1907,dhana_nidhanaya,Dhana Nidhanaya,O,03;04;20;65;09,"1907 Tuesday July 01, 2025 O 03 04 20 65 Lakshapathi Double Chance No 9 1 4 1 9",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-06-30,1906,dhana_nidhanaya,Dhana Nidhanaya,U,10;23;29;36;01,"1906 Monday June 30, 2025 U 10 23 29 36 Lakshapathi Double Chance No 1 5 5 6 2",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-06-29,1905,dhana_nidhanaya,Dhana Nidhanaya,Q,33;43;55;80;07,"1905 Sunday June 29, 2025 Q 33 43 55 80 Lakshapathi Double Chance No 7 9 7 9 1",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-06-28,1904,dhana_nidhanaya,Dhana Nidhanaya,F,16;36;49;77;08,"1904 Saturday June 28, 2025 F 16 36 49 77 Lakshapathi Double Chance No 8 3 0 4 4",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-06-27,1903,dhana_nidhanaya,Dhana Nidhanaya,A,38;53;57;79;02,"1903 Friday June 27, 2025 A 38 53 57 79 Lakshapathi Double Chance No 2 1 9 7 8",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-06-26,1902,dhana_nidhanaya,Dhana Nidhanaya,L,24;25;27;41;04,"1902 Thursday June 26, 2025 L 24 25 27 41 Lakshapathi Double Chance No 4 8 1 5 0",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-06-25,1901,dhana_nidhanaya,Dhana Nidhanaya,U,14;25;69;77;05,"1901 Wednesday June 25, 2025 U 14 25 69 77 Lakshapathi Double Chance No 5 9 6 6 8",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-06-24,1900,dhana_nidhanaya,Dhana Nidhanaya,G,19;28;45;72;05,"1900 Tuesday June 24, 2025 G 19 28 45 72 Lakshapathi Double Chance No 5 1 4 9 1",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-06-23,1899,dhana_nidhanaya,Dhana Nidhanaya,F,09;33;34;53;04,"1899 Monday June 23, 2025 F 09 33 34 53 Lakshapathi Double Chance No 4 9 3 5 7",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-06-22,1898,dhana_nidhanaya,Dhana Nidhanaya,L,55;66;80;81;02,"1898 Sunday June 22, 2025 L 55 66 80 81 Lakshapathi Double Chance No 2 4 8 0 7",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-06-21,1897,dhana_nidhanaya,Dhana Nidhanaya,V,03;12;19;20;07,"1897 Saturday June 21, 2025 V 03 12 19 20 Lakshapathi Double Chance No 7 9 2 6 2",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-06-20,1896,dhana_nidhanaya,Dhana Nidhanaya,O,19;39;43;53;07,"1896 Friday June 20, 2025 O 19 39 43 53 Lakshapathi Double Chance No 7 3 0 8 5",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-06-19,1895,dhana_nidhanaya,Dhana Nidhanaya,F,13;35;44;77;06,"1895 Thursday June 19, 2025 F 13 35 44 77 Lakshapathi Double Chance No 6 6 8 3 4",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-06-18,1894,dhana_nidhanaya,Dhana Nidhanaya,Y,40;51;73;78;02,"1894 Wednesday June 18, 2025 Y 40 51 73 78 Lakshapathi Double Chance No 2 6 4 2 9",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-06-17,1893,dhana_nidhanaya,Dhana Nidhanaya,W,68;71;78;81;03,"1893 Tuesday June 17, 2025 W 68 71 78 81 Lakshapathi Double Chance No 3 0 6 1 9",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-06-16,1892,dhana_nidhanaya,Dhana Nidhanaya,T,20;23;32;67;09,"1892 Monday June 16, 2025 T 20 23 32 67 Lakshapathi Double Chance No 9 0 8 2 7",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-06-15,1891,dhana_nidhanaya,Dhana Nidhanaya,V,28;34;63;82;08,"1891 Sunday June 15, 2025 V 28 34 63 82 Lakshapathi Double Chance No 8 5 6 1 4",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-06-14,1890,dhana_nidhanaya,Dhana Nidhanaya,M,43;52;57;82;03,"1890 Saturday June 14, 2025 M 43 52 57 82 Lakshapathi Double Chance No 3 4 1 9 8",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-06-13,1889,dhana_nidhanaya,Dhana Nidhanaya,U,04;49;57;62;02,"1889 Friday June 13, 2025 U 04 49 57 62 Lakshapathi Double Chance No 2 9 2 5 6",nlb,https://www.nlb.lk/results/dhana-nidhanaya
2025-06-12,1888,dhana_nidhanaya,Dhana Nidhanaya,N,02;14;25;68;08,"1888 Thursday June 12, 2025 N 2 14 25 68 Lakshapathi Double Chance No 8 5 6 2 1",nlb,https://www.nlb.lk/results/dhana-nidhanaya
